ID,Advocate Name,Location,Experience (Years),Specialization,Notable Cases Handled,Fee (INR)
3231,Adv. Ishita Pandey,Solapur,10,Employment & Labor Law,Privacy Issues,34368
3232,Adv. Anjali Khandelwal,Raipur,7,Family Law,Loan Defaults,9022
3233,Adv. Manish Patel,Surat,19,Military Law,Financial Frauds,23434
3234,Adv. Arjun Khanna,Hyderabad,17,Debt Recovery Law,Breach of Contracts,8266
3235,Adv. Om Prakash Deshmukh,Amritsar,6,Election Law,Train Accidents,30685
3236,Adv. Pooja Sen,Allahabad,13,Debt Recovery Law,Narcotics,13507
3237,Adv. Anjali Yadav,Guwahati,19,Business Law,Child Crime Cases,29076
3238,Adv. Swati Das,Shimla,17,Corporate Law,Claim Disputes,45549
3239,Adv. Varun Yadav,Madurai,11,Juvenile Law,Online Fraud,28221
3240,Adv. Vikram Malik,Mumbai,19,Employment & Labor Law,Fraudulent Sales,48086
3241,Adv. Snehal Chatterjee,Noida,15,Election Law,Property Disputes,12668
3242,Adv. Alok Patel,Guwahati,9,Human Rights Law,RTI Cases,42385
3243,Adv. Veena Narang,Patna,16,Sports Law,Fund Mismanagement,16643
3244,Adv. Kunal Jain,Nagpur,8,Civil Litigation,Mergers,20331
3245,Adv. Nidhi Sharma,Amritsar,5,International Law,Alimony Cases,14403
3246,Adv. Kavita Khandelwal,Agra,17,Transportation Law,Liability Cases,22822
3247,Adv. Tarun Patel,Bareilly,5,Election Law,Poaching Cases,12686
3248,Adv. Yogesh Khanna,Surat,7,Real Estate Law,Child Crime Cases,49057
3249,Adv. Sanjana Sinha,Coimbatore,17,Elder Law,Loan Defaults,40718
3250,Adv. Chetan Malik,Patna,6,Civil Litigation,Patent Infringements,44578
3251,Adv. Anjali Joshi,Vijayawada,9,Arbitration & Mediation,Court-Martial Cases,46726
3252,Adv. Simran Nair,Surat,20,Environmental Law,ISP Disputes,29615
3253,Adv. Swati Kapoor,Meerut,17,Media & Entertainment Law,Patent Infringements,29157
3254,Adv. Alok Gupta,Coimbatore,10,Environmental Law,Visa Fraud,43903
3255,Adv. Veena Dixit,Meerut,9,Consumer Protection Law,Money Laundering Cases,32492
3256,Adv. Pooja Soni,Indore,17,Telecommunication Law,Defective Products,26707
3257,Adv. Divya Kapoor,Delhi,12,Corporate Law,Breach of Contracts,6670
3258,Adv. Rashi Pandey,Warangal,14,Consumer Protection Law,Asylum Cases,45708
3259,Adv. Priya Bhasin,Allahabad,11,Human Rights Law,Road Accidents,14885
3260,Adv. Rohan Mehta,Varanasi,20,Public Interest Law,Voting Rights,9626
3261,Adv. Tarun Kulkarni,Bangalore,5,Military Law,Illegal Construction,48574
3262,Adv. Snehal Menon,Ahmedabad,5,Media & Entertainment Law,Unlawful Detention,34616
3263,Adv. Dheeraj Dixit,Kolkata,9,Railway Law,NGO Registration,5243
3264,Adv. Raghav Das,Lucknow,9,Taxation Law,Loan Disputes,20294
3265,Adv. Akash Chatterjee,Bhavnagar,9,Banking & Finance Law,Train Accidents,18323
3266,Adv. Suraj Kapoor,Surat,9,Gender Rights Law,Libel,13785
3267,Adv. Anjali Choudhary,Delhi,9,Juvenile Law,LGBTQ+ Rights Cases,36283
3268,Adv. Neha Soni,Hyderabad,15,Cyber Crime Law,Workplace Harassment,5872
3269,Adv. Simran Mehta,Coimbatore,10,Media & Entertainment Law,Copyright Disputes,33332
3270,Adv. Anjali Dixit,Warangal,15,Telecommunication Law,Homicide,33730
3271,Adv. Sanjana Pandey,Shimla,13,Charity & NGO Law,Hacking,40764
3272,Adv. Ritu Bhatia,Patna,13,White Collar Crimes,Bank Fraud,19227
3273,Adv. Divya Pillai,Pune,11,Insurance Law,Deforestation Cases,26337
3274,Adv. Sunita Iyer,Chennai,7,Civil Litigation,Police Brutality,43976
3275,Adv. Varun Sen,Indore,13,Medical Negligence Law,Alimony Cases,45804
3276,Adv. Ritika Mishra,Guwahati,11,White Collar Crimes,Money Laundering,27640
3277,Adv. Raghav Yadav,Goa,10,Immigration Law,Insider Trading,31284
3278,Adv. Sneha Chatterjee,Mysore,17,Debt Recovery Law,Domestic Violence,12176
3279,Adv. Mohit Iyer,Vadodara,8,Railway Law,Dispute Settlements,17026
3280,Adv. Sanjana Reddy,Siliguri,8,Cyber Law,Air Accidents,36600
3281,Adv. Kiran Rana,Bangalore,8,Intellectual Property Law,Defective Products,44204
3282,Adv. Tarun Mishra,Ranchi,9,Cyber Crime Law,Illegal Possession,23707
3283,Adv. Yogesh Khanna,Asansol,16,Adoption & Surrogacy Law,Rent Disputes,29147
3284,Adv. Om Prakash Pandey,Madurai,8,Real Estate Law,Unlawful Termination,27120
3285,Adv. Mohit Bhasin,Kanpur,11,Banking & Finance Law,Copyright Disputes,10806
3286,Adv. Raghav Jain,Solapur,19,Banking Fraud Law,Online Fraud,11891
3287,Adv. Suraj Bhardwaj,Kanpur,20,Aviation Law,Alimony Cases,35912
3288,Adv. Mohit Saxena,Jaipur,5,Aviation Law,Extradition,22536
3289,Adv. Aditya Mishra,Nagpur,7,Public Interest Law,Income Tax Disputes,31514
3290,Adv. Ritika Arora,Ranchi,20,Environmental Law,Poaching Cases,36147
3291,Adv. Snehal Bhasin,Hubli,20,Civil Rights Law,Discrimination Cases,15249
3292,Adv. Ajay Roy,Lucknow,19,Transportation Law,Visa Fraud,8938
3293,Adv. Devansh Roy,Vadodara,5,Banking & Finance Law,Domestic Violence,35608
3294,Adv. Tanvi Bhasin,Indore,9,Elder Law,Breach of Contracts,14822
3295,Adv. Bhavna Iyer,Lucknow,20,Criminal Law,Child Custody,19340
3296,Adv. Tanvi Tiwari,Ahmedabad,17,Family Law,Court-Martial Cases,31466
3297,Adv. Nitin Joshi,Chandigarh,20,Defamation Law,Loan Defaults,30387
3298,Adv. Swati Iyer,Mysore,17,Charity & NGO Law,Unlawful Detention,26936
3299,Adv. Alok Sinha,Jaipur,13,Insurance Law,Animal Cruelty,27699
3300,Adv. Varun Rana,Chennai,17,Employment & Labor Law,Player Contracts,46316
3301,Adv. Rajeev Menon,Lucknow,13,Financial Law,Landlord-Tenant Issues,6164
3302,Adv. Anjali Iyer,Madurai,5,Cyber Law,Contract Breaches,18205
3303,Adv. Parth Pillai,Kolkata,20,Civil Litigation,Hacking,37842
3304,Adv. Chetan Yadav,Chennai,9,Insurance Law,Parental Rights,37378
3305,Adv. Arjun Joshi,Vijayawada,6,Banking Fraud Law,Retirement Benefits,36488
3306,Adv. Aarav Menon,Guwahati,10,Human Rights Law,Property Disputes,10009
3307,Adv. Snehal Bhasin,Hubli,9,Gender Rights Law,Malpractice,23546
3308,Adv. Anjali Malik,Goa,18,Debt Recovery Law,Human Rights Violations,22807
3309,Adv. Rohan Choudhary,Madurai,8,Constitutional Law,Homicide,40261
3310,Adv. Priya Pandey,Bangalore,5,Civil Litigation,Sexual Harassment,22010
3311,Adv. Akash Nair,Kanpur,11,White Collar Crimes,Bank Fraud,7597
3312,Adv. Ishita Narang,Hubli,5,Animal Rights Law,NGO Registration,34784
3313,Adv. Mohit Malhotra,Jaipur,20,Election Law,Wrong Diagnosis,49216
3314,Adv. Raghav Mishra,Jodhpur,20,Gender Rights Law,Homicide,49224
3315,Adv. Arjun Verma,Warangal,20,Consumer Protection Law,Money Laundering,24275
3316,Adv. Om Prakash Sharma,Bareilly,10,Juvenile Law,Cybercrime,44875
3317,Adv. Rahul Arora,Warangal,11,Cyber Law,Insider Trading,40611
3318,Adv. Veena Reddy,Nagpur,19,White Collar Crimes,Service Disputes,36833
3319,Adv. Akash Jain,Mysore,5,Railway Law,Mergers,11273
3320,Adv. Priya Kaur,Kolkata,19,Media & Entertainment Law,Online Fraud,20150
3321,Adv. Aarav Kaur,Bangalore,10,Criminal Law,ISP Disputes,38861
3322,Adv. Nitin Narang,Gorakhpur,16,Immigration Law,Bank Frauds,36780
3323,Adv. Kunal Bhatia,Mumbai,16,Constitutional Law,Voting Rights,8388
3324,Adv. Nidhi Yadav,Gwalior,8,Cyber Law,Workplace Harassment,35147
3325,Adv. Rahul Sharma,Ranchi,10,Gender Rights Law,Data Breach,43900
3326,Adv. Veena Pandey,Varanasi,12,Business Law,Drug Trafficking,5948
3327,Adv. Megha Rajput,Asansol,5,Insurance Law,Government Accountability,39798
3328,Adv. Simran Pillai,Kolkata,17,Sports Law,Business Disputes,22197
3329,Adv. Tanvi Rana,Gwalior,15,Banking Fraud Law,ISP Disputes,40413
3330,Adv. Ramesh Rana,Indore,13,Civil Litigation,Trademark Infringement,46691
3331,Adv. Vikram Sharma,Kanpur,15,Juvenile Law,Bribery,43643
3332,Adv. Ishita Malhotra,Shimla,18,Narcotics Law,Custody Cases,13415
3333,Adv. Suraj Das,Delhi,13,Constitutional Law,Loan Defaults,5323
3334,Adv. Arjun Patel,Bhavnagar,5,Intellectual Property Law,Drug Trafficking,6442
3335,Adv. Neha Saxena,Ahmedabad,6,Public Interest Law,Fund Mismanagement,41477
3336,Adv. Devansh Kulkarni,Hyderabad,8,Intellectual Property Law,Data Breach,8310
3337,Adv. Divya Bhatia,Amritsar,20,Juvenile Law,Hacking,38576
3338,Adv. Kiran Das,Kolkata,9,Cyber Law,Unlawful Termination,13838
3339,Adv. Sandeep Verma,Patna,11,Charity & NGO Law,Deforestation Cases,38815
3340,Adv. Aarav Mishra,Coimbatore,6,Corporate Law,Loan Disputes,37231
3341,Adv. Bhavna Iyer,Agra,20,Cyber Crime Law,Patent Infringements,46391
3342,Adv. Neha Kapoor,Coimbatore,9,Debt Recovery Law,Workplace Harassment,9115
3343,Adv. Dheeraj Saxena,Agra,5,Charity & NGO Law,Dispute Settlements,32542
3344,Adv. Vikram Kapoor,Jaipur,5,Trademark & Patent Law,Custody Cases,36307
3345,Adv. Yogesh Saxena,Jaipur,17,Corporate Law,Copyright Disputes,8191
3346,Adv. Pooja Malik,Thiruvananthapuram,12,Immigration Law,Smuggling Cases,25913
3347,Adv. Arjun Yadav,Raipur,20,Human Rights Law,Illegal Possession,20420
3348,Adv. Chetan Sharma,Bangalore,19,Elder Law,Train Accidents,45391
3349,Adv. Tarun Pandey,Shimla,12,Animal Rights Law,Breach of Contracts,13283
3350,Adv. Kunal Arora,Mysore,13,Gender Rights Law,Slander Cases,42410
3351,Adv. Manish Pandey,Asansol,13,Juvenile Law,Fund Mismanagement,37901
3352,Adv. Ramesh Bhardwaj,Hyderabad,13,Adoption & Surrogacy Law,Corporate Frauds,6915
3353,Adv. Ritu Chopra,Udaipur,16,International Law,PILs,7546
3354,Adv. Sunita Agrawal,Mumbai,13,Civil Litigation,Hacking,15245
3355,Adv. Rajeev Saxena,Kanpur,13,Media & Entertainment Law,Electoral Malpractices,10658
3356,Adv. Tanvi Sharma,Patna,12,White Collar Crimes,ISP Disputes,27551
3357,Adv. Ajay Saxena,Hyderabad,20,Civil Litigation,Online Harassment,42322
3358,Adv. Ritika Bhardwaj,Chandigarh,5,Trademark & Patent Law,Government Accountability,29171
3359,Adv. Mohit Choudhary,Hyderabad,8,Business Law,Poaching Cases,40380
3360,Adv. Veena Khanna,Gwalior,6,Public Interest Law,Bank Fraud,12574
3361,Adv. Alok Chatterjee,Asansol,16,Criminal Law,Doping Cases,9246
3362,Adv. Veena Verma,Warangal,18,Civil Rights Law,Doping Cases,14365
3363,Adv. Nitin Patel,Kolkata,12,Consumer Protection Law,Child Custody,49670
3364,Adv. Bhavna Bhatia,Ranchi,16,Real Estate Law,Fundamental Rights,32962
3365,Adv. Tanvi Roy,Warangal,7,Trademark & Patent Law,Deforestation Cases,28671
3366,Adv. Divya Sharma,Chennai,10,Charity & NGO Law,Deforestation Cases,24704
3367,Adv. Sunita Mishra,Chennai,17,Financial Law,Cybercrime,10161
3368,Adv. Manish Jain,Kanpur,13,Charity & NGO Law,Bank Frauds,10388
3369,Adv. Sanjana Soni,Kanpur,15,Constitutional Law,Visa Fraud,48604
3370,Adv. Suraj Bhardwaj,Jodhpur,12,Financial Law,Copyright Disputes,13018
3371,Adv. Veena Deshmukh,Warangal,19,Elder Law,Visa Fraud,26039
3372,Adv. Aditya Kulkarni,Udaipur,17,Adoption & Surrogacy Law,Patent Infringements,40228
3373,Adv. Alok Narang,Delhi,15,Corporate Law,Custody Cases,47078
3374,Adv. Devansh Arora,Allahabad,15,Debt Recovery Law,Unlawful Termination,24037
3375,Adv. Nidhi Gupta,Pune,20,Employment & Labor Law,Property Disputes,31732
3376,Adv. Bhavna Malik,Varanasi,8,Aviation Law,Defamation,11841
3377,Adv. Manish Das,Coimbatore,6,Animal Rights Law,Property Disputes,21723
3378,Adv. Raghav Bhardwaj,Mumbai,6,Cyber Law,Custody Cases,10383
3379,Adv. Nidhi Joshi,Vadodara,6,Telecommunication Law,Visa Fraud,26068
3380,Adv. Snehal Malik,Ranchi,20,Criminal Law,Government Scandals,47842
3381,Adv. Parth Sinha,Meerut,12,Immigration Law,Passenger Rights,13187
3382,Adv. Ajay Choudhary,Agra,10,Corporate Law,Insider Trading,20938
3383,Adv. Sneha Joshi,Allahabad,7,Constitutional Law,Juvenile Justice,49630
3384,Adv. Nitin Malik,Chennai,19,Immigration Law,Contract Breaches,26365
3385,Adv. Snehal Malhotra,Nashik,5,Real Estate Law,Illegal Construction,43172
3386,Adv. Kavita Gupta,Ranchi,18,Employment & Labor Law,Eviction Cases,13658
3387,Adv. Kiran Mehta,Siliguri,13,Banking & Finance Law,Loan Disputes,41139
3388,Adv. Kiran Mehta,Lucknow,9,Elder Law,Corporate Lawsuits,14195
3389,Adv. Sanjana Rajput,Siliguri,6,Medical Negligence Law,Tax Evasion,31237
3390,Adv. Bhavna Agrawal,Bhavnagar,17,Land & Property Law,Electoral Malpractices,23253
3391,Adv. Neha Deshmukh,Jaipur,18,Environmental Law,PILs,17629
3392,Adv. Chetan Bhatia,Coimbatore,5,Juvenile Law,Discrimination Cases,20033
3393,Adv. Veena Roy,Amritsar,12,Anti-Corruption Law,Liability Cases,47843
3394,Adv. Ashwin Das,Ahmedabad,20,Animal Rights Law,Homicide,38331
3395,Adv. Akash Verma,Meerut,10,Gender Rights Law,Hacking,38077
3396,Adv. Sunita Sharma,Kolkata,19,Financial Law,ISP Disputes,42535
3397,Adv. Chetan Soni,Bangalore,16,Banking Fraud Law,Slander Cases,29897
3398,Adv. Tanvi Das,Ranchi,19,Media & Entertainment Law,Retirement Benefits,34848
3399,Adv. Aditya Rajput,Indore,14,Telecommunication Law,Claim Disputes,25595
3400,Adv. Rashi Mishra,Nashik,9,Medical Negligence Law,Deforestation Cases,11267
3401,Adv. Tanvi Mishra,Bareilly,18,Intellectual Property Law,Child Custody,27999
3402,Adv. Pooja Roy,Indore,19,Military Law,Insider Trading,19160
3403,Adv. Suraj Mishra,Vijayawada,9,Taxation Law,Malpractice,24835
3404,Adv. Suraj Dixit,Allahabad,5,Banking Fraud Law,Extradition,33020
3405,Adv. Ritu Tiwari,Madurai,11,Media & Entertainment Law,Deforestation Cases,13308
3406,Adv. Anjali Joshi,Allahabad,9,Employment & Labor Law,Money Laundering,39636
3407,Adv. Dheeraj Nair,Hyderabad,5,Financial Law,Train Accidents,8236
3408,Adv. Neha Bhasin,Allahabad,13,Elder Law,Data Breach,18427
3409,Adv. Rashi Reddy,Coimbatore,6,Corporate Law,Defective Products,44818
3410,Adv. Rohan Reddy,Amritsar,10,Anti-Corruption Law,Data Breach,47748
3411,Adv. Megha Malik,Jaipur,14,Anti-Corruption Law,Online Fraud,18575
3412,Adv. Sanjana Kapoor,Noida,12,Banking Fraud Law,Deforestation Cases,37434
3413,Adv. Varun Sharma,Surat,12,Public Interest Law,Liability Cases,21782
3414,Adv. Nidhi Rajput,Bangalore,13,Insurance Law,Asylum Cases,17267
3415,Adv. Bhavna Reddy,Chandigarh,5,Transportation Law,Copyright Disputes,19008
3416,Adv. Sanjana Yadav,Allahabad,13,Business Law,Extradition,9955
3417,Adv. Tarun Chatterjee,Indore,5,Employment & Labor Law,Mergers,49520
3418,Adv. Chetan Gupta,Agra,19,Charity & NGO Law,Drug Trafficking,41637
3419,Adv. Aarav Khanna,Mysore,10,Intellectual Property Law,Income Tax Disputes,6587
3420,Adv. Tarun Khanna,Surat,9,Adoption & Surrogacy Law,Liability Cases,23404
3421,Adv. Ashwin Agrawal,Ahmedabad,17,Medical Negligence Law,Business Disputes,39622
3422,Adv. Rohan Saxena,Noida,7,Charity & NGO Law,Liability Cases,31889
3423,Adv. Anjali Patel,Vijayawada,12,Charity & NGO Law,Online Harassment,35434
3424,Adv. Neha Roy,Mumbai,5,Telecommunication Law,Fraudulent Sales,24086
3425,Adv. Raghav Kaur,Guwahati,11,Environmental Law,Property Disputes,49102
3426,Adv. Ritu Rajput,Mysore,9,Debt Recovery Law,Homicide,27692
3427,Adv. Sneha Saxena,Bareilly,15,Juvenile Law,Money Laundering,15949
3428,Adv. Alok Mishra,Warangal,12,Banking Fraud Law,Visa Fraud,14562
3429,Adv. Megha Sinha,Thiruvananthapuram,6,Environmental Law,Pollution Violations,22713
3430,Adv. Aarav Gupta,Goa,6,Taxation Law,Patent Infringements,45029
3431,Adv. Swati Roy,Vadodara,9,Banking Fraud Law,Homicide,9293
3432,Adv. Raghav Rana,Surat,6,Criminal Law,Mutual Divorce,12300
3433,Adv. Deepa Sharma,Siliguri,13,Cyber Law,Land Grabbing,24643
3434,Adv. Swati Gupta,Madurai,13,Immigration Law,Loan Defaults,44216
3435,Adv. Devansh Joshi,Siliguri,9,Banking Fraud Law,Child Custody,41286
3436,Adv. Nidhi Iyer,Bhavnagar,6,White Collar Crimes,Divorce,28559
3437,Adv. Rajeev Malhotra,Kolkata,13,Immigration Law,Poaching Cases,25487
3438,Adv. Suraj Verma,Ranchi,13,Elder Law,Electoral Malpractices,36892
3439,Adv. Aditya Arora,Bangalore,20,Gender Rights Law,Libel,12640
3440,Adv. Rahul Saxena,Gorakhpur,7,Taxation Law,Fraudulent Insurance Claims,44390
3441,Adv. Raghav Saxena,Surat,10,Gender Rights Law,Insider Trading,10213
3442,Adv. Ashwin Sinha,Bangalore,14,Charity & NGO Law,Land Grabbing,48938
3443,Adv. Suraj Kapoor,Warangal,18,Criminal Law,Poaching Cases,25149
3444,Adv. Pooja Kulkarni,Varanasi,14,Human Rights Law,Passenger Rights,20123
3445,Adv. Rahul Das,Mumbai,11,Criminal Law,Player Contracts,37479
3446,Adv. Vikram Pillai,Hyderabad,17,Adoption & Surrogacy Law,GST Fraud,10646
3447,Adv. Kiran Reddy,Varanasi,15,Banking Fraud Law,Loan Defaults,43902
3448,Adv. Sandeep Khanna,Kanpur,20,Real Estate Law,Business Disputes,22911
3449,Adv. Raghav Bhatia,Surat,9,Public Interest Law,Electoral Malpractices,41921
3450,Adv. Sunita Narang,Asansol,20,Environmental Law,Trademark Infringement,18740
3451,Adv. Rohan Saxena,Chennai,9,Human Rights Law,Child Crime Cases,24794
3452,Adv. Sanjana Menon,Asansol,10,Civil Litigation,Defective Products,46907
3453,Adv. Om Prakash Malhotra,Gwalior,9,Civil Litigation,Financial Frauds,16848
3454,Adv. Kunal Dixit,Goa,18,Financial Law,Passenger Rights,8512
3455,Adv. Kunal Bhatia,Jodhpur,15,Taxation Law,Sexual Harassment,31636
3456,Adv. Nidhi Tiwari,Goa,5,Arbitration & Mediation,Property Disputes,20007
3457,Adv. Vikram Reddy,Kanpur,19,Banking Fraud Law,Bank Frauds,40944
3458,Adv. Rahul Soni,Bhopal,16,Animal Rights Law,Road Accidents,8567
3459,Adv. Alok Chauhan,Thiruvananthapuram,17,Gender Rights Law,Online Fraud,20586
3460,Adv. Kunal Khanna,Amritsar,19,Animal Rights Law,Cybercrime,24358
3461,Adv. Om Prakash Gupta,Jaipur,10,Human Rights Law,Bank Frauds,11690
3462,Adv. Neha Pillai,Bhopal,15,Charity & NGO Law,Fundamental Rights,40091
3463,Adv. Aditya Kapoor,Guwahati,18,Elder Law,Visa Fraud,20653
3464,Adv. Raghav Chopra,Shimla,8,Criminal Law,Divorce,48981
3465,Adv. Megha Pandey,Agra,5,Public Interest Law,Extradition,20117
3466,Adv. Varun Rana,Thiruvananthapuram,8,Intellectual Property Law,Trademark Infringement,7529
3467,Adv. Aditya Jain,Madurai,19,Corporate Law,Discrimination Cases,22834
3468,Adv. Deepa Choudhary,Vijayawada,11,Land & Property Law,Domestic Violence,22052
3469,Adv. Raghav Gupta,Udaipur,10,Intellectual Property Law,Electoral Malpractices,5953
3470,Adv. Aarav Gupta,Asansol,17,International Law,Online Fraud,18415
3471,Adv. Kunal Sinha,Agra,13,Human Rights Law,Fundamental Rights,38319
3472,Adv. Varun Roy,Kolkata,16,Juvenile Law,Data Breach,47046
3473,Adv. Ritika Iyer,Allahabad,15,Land & Property Law,Debt Negotiations,39083
3474,Adv. Ashwin Saxena,Varanasi,16,Human Rights Law,Loan Defaults,46842
3475,Adv. Rahul Malik,Udaipur,19,Sports Law,Voting Rights,39531
3476,Adv. Kunal Sharma,Amritsar,18,Transportation Law,Bribery,43190
3477,Adv. Neha Mehta,Lucknow,8,Military Law,Fund Mismanagement,19982
3478,Adv. Ramesh Joshi,Pune,9,Media & Entertainment Law,Child Crime Cases,12945
3479,Adv. Ashwin Pandey,Kolkata,17,Employment & Labor Law,Asylum Cases,47933
3480,Adv. Deepa Kapoor,Jaipur,15,Adoption & Surrogacy Law,Sexual Harassment,41645
3481,Adv. Kiran Khanna,Chennai,7,Cyber Crime Law,Illegal Possession,45907
3482,Adv. Sandeep Bhasin,Chennai,9,Civil Rights Law,Property Disputes,46892
3483,Adv. Rahul Yadav,Lucknow,20,Insurance Law,Bribery,6846
3484,Adv. Suraj Mishra,Surat,14,Media & Entertainment Law,Loan Defaults,45804
3485,Adv. Aditya Arora,Chandigarh,15,Medical Negligence Law,Fraudulent Sales,26122
3486,Adv. Sanjana Mishra,Thiruvananthapuram,5,Criminal Law,Workplace Harassment,49891
3487,Adv. Ritika Tiwari,Jaipur,9,Cyber Law,Eviction Cases,37190
3488,Adv. Aarav Saxena,Vijayawada,18,Cyber Law,LGBTQ+ Rights Cases,24841
3489,Adv. Suraj Agrawal,Coimbatore,7,Arbitration & Mediation,Dispute Settlements,31173
3490,Adv. Parth Dixit,Warangal,15,Employment & Labor Law,Domestic Violence,18348
3491,Adv. Kiran Kulkarni,Thiruvananthapuram,10,Criminal Law,Illegal Possession,31912
3492,Adv. Akash Sharma,Patna,10,Defamation Law,Retirement Benefits,30916
3493,Adv. Varun Bhatia,Nagpur,7,Transportation Law,Air Accidents,16411
3494,Adv. Ramesh Nair,Bhopal,5,Financial Law,Homicide,5577
3495,Adv. Sunita Malhotra,Madurai,10,Cyber Law,Money Laundering Cases,34631
3496,Adv. Chetan Rajput,Nagpur,15,Civil Rights Law,Rent Disputes,7308
3497,Adv. Ritu Sen,Agra,15,Environmental Law,Alimony Cases,39753
3498,Adv. Alok Gupta,Agra,6,Animal Rights Law,Child Crime Cases,8602
3499,Adv. Vikram Verma,Jodhpur,13,Debt Recovery Law,Drug Trafficking,21934
3500,Adv. Raghav Kulkarni,Gorakhpur,8,Narcotics Law,Train Accidents,42798
3501,Adv. Chetan Nair,Mysore,19,Real Estate Law,Passenger Rights,36287
3502,Adv. Kunal Iyer,Noida,13,Insurance Law,Rent Disputes,20520
3503,Adv. Dheeraj Rana,Gwalior,6,Military Law,Business Disputes,45035
3504,Adv. Manish Sharma,Asansol,14,Arbitration & Mediation,Human Rights Violations,17590
3505,Adv. Neha Chopra,Bangalore,12,Human Rights Law,Breach of Contracts,37437
3506,Adv. Priya Patel,Udaipur,7,Animal Rights Law,Mutual Divorce,10422
3507,Adv. Om Prakash Patel,Chennai,8,Civil Rights Law,Libel,33316
3508,Adv. Swati Joshi,Hyderabad,12,Charity & NGO Law,Asylum Cases,26426
3509,Adv. Raghav Sen,Madurai,10,Election Law,Corporate Frauds,13752
3510,Adv. Divya Reddy,Raipur,9,Business Law,Unlawful Detention,30362
3511,Adv. Anjali Verma,Nagpur,14,Railway Law,Narcotics,17766
3512,Adv. Kavita Malik,Asansol,7,Adoption & Surrogacy Law,Eviction Cases,9348
3513,Adv. Yogesh Sinha,Allahabad,19,Immigration Law,Bank Frauds,32442
3514,Adv. Chetan Choudhary,Chennai,7,Intellectual Property Law,Money Laundering Cases,15337
3515,Adv. Raghav Mishra,Meerut,7,Cyber Law,Slander Cases,47575
3516,Adv. Alok Agrawal,Warangal,20,Land & Property Law,Poaching Cases,16675
3517,Adv. Nidhi Iyer,Jaipur,15,Financial Law,Property Disputes,34349
3518,Adv. Neha Sharma,Bhopal,8,Military Law,Loan Disputes,23106
3519,Adv. Yogesh Verma,Bareilly,16,Debt Recovery Law,Wrong Diagnosis,7458
3520,Adv. Manish Chopra,Gorakhpur,11,Insurance Law,Counterfeit Cases,13845
3521,Adv. Snehal Deshmukh,Chandigarh,16,Immigration Law,Illegal Possession,30403
3522,Adv. Priya Sharma,Meerut,13,Juvenile Law,Liability Cases,32293
